timestamp,location,class_name,confidence_score,vehicle_color,license_plate,plate_confidence
2025-07-27 11:35:42,"Kolkata, IN",car,0.94,Blue,N/A,N/A
2025-07-27 11:35:42,"Kolkata, IN",car,0.52,Blue,N/A,N/A
2025-07-27 11:35:43,"Kolkata, IN",car,0.88,Black,N/A,N/A
2025-07-27 11:35:43,"Kolkata, IN",car,0.56,White,N/A,N/A
2025-07-27 11:35:43,"Kolkata, IN",car,0.92,Black,N/A,N/A
2025-07-27 11:35:43,"Kolkata, IN",car,0.81,Green,N/A,N/A
2025-07-27 11:35:43,"Kolkata, IN",motorcycle,0.69,Green,N/A,N/A
2025-07-27 11:35:43,"Kolkata, IN",car,0.88,White,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",car,0.88,Black,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",motorcycle,0.49,Green,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",motorcycle,0.46,Blue,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",car,0.83,Black,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",car,0.67,White,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",motorcycle,0.50,Green,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",car,0.87,White,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",car,0.86,Black,N/A,N/A
2025-07-27 11:35:44,"Kolkata, IN",motorcycle,0.65,Blue,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",car,0.84,White,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",truck,0.78,Black,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",motorcycle,0.78,Green,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",motorcycle,0.64,Black,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",motorcycle,0.48,Blue,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",truck,0.83,Black,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",car,0.83,Green,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",motorcycle,0.70,Green,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",car,0.85,White,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",truck,0.75,Black,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",motorcycle,0.72,Green,N/A,N/A
2025-07-27 11:35:45,"Kolkata, IN",motorcycle,0.62,Blue,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",car,0.86,White,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",truck,0.83,Black,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",motorcycle,0.66,Blue,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",motorcycle,0.64,Green,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",car,0.84,White,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",motorcycle,0.78,Green,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",truck,0.77,Black,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",motorcycle,0.67,Blue,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",motorcycle,0.83,Green,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",car,0.81,White,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",motorcycle,0.75,Blue,N/A,N/A
2025-07-27 11:35:46,"Kolkata, IN",truck,0.69,Black,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",car,0.54,Black,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",motorcycle,0.47,Black,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",car,0.80,White,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",motorcycle,0.79,Green,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",truck,0.67,Black,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",motorcycle,0.62,Blue,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",car,0.59,Black,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",car,0.87,White,N/A,N/A
2025-07-27 11:35:47,"Kolkata, IN",motorcycle,0.84,Green,N/A,N/A
