timestamp,location,class_name,confidence_score,vehicle_color,license_plate,plate_confidence
2025-07-26 07:44:46,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:46,Freeway_A1,bus,0.79,Red,N/A,N/A
2025-07-26 07:44:46,Freeway_A1,car,0.72,Red,N/A,N/A
2025-07-26 07:44:46,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,truck,0.63,White,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,bus,0.62,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.60,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.58,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.55,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.55,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.48,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.55,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.53,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.48,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,truck,0.48,Red,N/A,N/A
2025-07-26 07:44:47,Freeway_A1,car,0.47,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.75,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.74,White,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.69,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.69,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.66,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,truck,0.55,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.75,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.74,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.74,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,bus,0.73,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.69,Red,N/A,N/A
2025-07-26 07:44:48,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,bus,0.86,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.75,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.73,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.73,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.70,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.67,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.62,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.53,White,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,bus,0.53,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,truck,0.50,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,bus,0.85,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.78,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.74,Red,N/A,N/A
2025-07-26 07:44:49,Freeway_A1,car,0.72,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.72,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.62,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.52,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,truck,0.50,White,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.49,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.49,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.81,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.77,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,bus,0.76,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.73,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.70,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.67,White,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.62,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,truck,0.59,Red,N/A,N/A
2025-07-26 07:44:50,Freeway_A1,car,0.48,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,bus,0.84,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.81,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.78,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.73,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.66,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,truck,0.61,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.61,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.53,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.52,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.51,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.46,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.78,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.75,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.70,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.62,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,truck,0.57,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:51,Freeway_A1,bus,0.46,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.77,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,truck,0.72,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,bus,0.70,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.58,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.50,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.45,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.79,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.76,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,truck,0.70,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,bus,0.62,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.55,Red,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,truck,0.49,White,N/A,N/A
2025-07-26 07:44:52,Freeway_A1,car,0.47,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.72,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.68,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.59,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.58,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,bus,0.58,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,truck,0.57,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.55,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.47,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.47,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,bus,0.80,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,truck,0.74,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.66,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.61,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.59,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.55,White,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.46,White,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,bus,0.67,Red,N/A,N/A
2025-07-26 07:44:53,Freeway_A1,car,0.64,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.62,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.60,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.58,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.57,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.53,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.53,White,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,truck,0.52,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.48,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.69,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.60,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.60,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.56,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.49,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,truck,0.46,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.76,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:54,Freeway_A1,bus,0.57,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,truck,0.54,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.52,White,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.50,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,bus,0.49,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.48,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.47,Blue,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.46,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.46,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,bus,0.80,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.75,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,bus,0.70,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.66,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.59,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.54,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.46,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,bus,0.81,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.76,Red,N/A,N/A
2025-07-26 07:44:55,Freeway_A1,car,0.70,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,bus,0.54,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.49,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.46,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.45,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,bus,0.74,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.74,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.74,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.71,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.68,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.67,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.65,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.63,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,bus,0.62,Red,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,car,0.61,White,N/A,N/A
2025-07-26 07:44:56,Freeway_A1,truck,0.50,Red,N/A,N/A
2025-07-26 07:45:04,Freeway_A1,car,0.80,White,N/A,N/A
2025-07-26 07:45:04,Freeway_A1,car,0.64,White,N/A,N/A
2025-07-26 07:45:04,Freeway_A1,car,0.91,White,N/A,N/A
2025-07-26 07:45:04,Freeway_A1,car,0.89,Blue,N/A,N/A
2025-07-26 07:45:07,Freeway_A1,car,0.49,Blue,N/A,N/A
2025-07-26 07:45:07,Freeway_A1,car,0.48,Blue,N/A,N/A
2025-07-26 07:45:07,Freeway_A1,car,0.52,Blue,N/A,N/A
2025-07-26 07:45:07,Freeway_A1,car,0.74,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.71,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.55,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.57,White,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.52,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.47,White,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.65,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.61,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.56,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.55,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.54,Blue,N/A,N/A
2025-07-26 07:45:08,Freeway_A1,car,0.54,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.70,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.57,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.56,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.74,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.63,White,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.59,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.70,Blue,N/A,N/A
2025-07-26 07:45:09,Freeway_A1,car,0.67,Blue,N/A,N/A
